"","year","net_income","total_assets"
"83346",2013,-472,90537
"83347",2013,16347,218650
"83348",2013,2500,5060
"83349",2013,2779,243866
"83350",2013,27871,339377
"83351",2013,-9610,369359
"83352",2013,313,41802
"83353",2013,58510,62112
"83354",2013,3958,45022
"83355",2013,139,69700
"83356",2013,-624,29441
"83357",2013,403,42801
"83358",2013,6122,33784
"83359",2013,10026,100158
"83360",2013,19079,137974
"83361",2013,4472,33680
"83362",2013,4402,122404
"83363",2013,1500,52625
"83364",2013,1260,152708
"83365",2013,2408,177999
"83366",2013,3848,341003
"83367",2013,8037,64029
"83368",2013,536,6537
"83369",2013,18896,126710
"83370",2013,277,14415
"83371",2013,9529,91065
"83372",2013,43147,73032
"83373",2013,5549,55071
"83374",2013,-1336,80468
"83375",2013,116,15444
"83376",2013,-3948,37811
"83377",2013,1853,26700
"83378",2013,4105,219272
"83379",2013,385,12724
"83380",2013,1052,65621
"83381",2013,1296,26905
"83382",2013,386,22288
"83383",2013,1049,37429
"83384",2013,247,24401
"83385",2013,47,76380
"83386",2013,263,15387
"83387",2013,6085,27310
"83388",2013,70502,122001
"83389",2013,1449,43843
"83390",2013,124,11556
"83391",2013,9254,367215
"83392",2013,121,7246
"83393",2013,256657,805292
"83394",2013,350,84664
"83395",2013,852,150965
"83396",2013,-673,47457
"83397",2013,862,269482
"83398",2013,1980,34008
"83399",2013,719,98525
"83400",2013,387,34153
"83401",2013,3986,71116
"83402",2013,286,17338
"83403",2013,4751,125342
"83404",2013,-350,131085
"83405",2013,-18565,898592
"83406",2013,2009,38786
"83407",2013,982,57865
"83408",2013,7047,202854
"83409",2013,303,21611
"83410",2013,180,38168
"83411",2013,-32315,113380
"83412",2013,1109,13399
"83413",2013,-223,1964
"83414",2013,-2936,125270
"83415",2013,-12,30521
"83416",2013,6787,105461
"83417",2013,24832,37248
"83418",2013,4120,19758
"83419",2013,16415,286593
"83420",2013,26417,27095
"83421",2013,1006,21654
"83422",2013,16807,335314
"83423",2013,63292,1915306
"83424",2013,13495,42610
"83425",2013,-3400,83068
"83426",2013,12946,51329
"83427",2013,71959,72080
"83428",2013,62183,255034
"83429",2013,1222,12381
"83430",2013,713,31439
"83431",2013,76232,77925
"83432",2013,55248,356326
"83433",2013,220,3611
"83434",2013,6726,6753
"83435",2013,59253,92462
"83436",2013,59016,97940
"83437",2013,3846,33619
"83438",2013,119617,133144
"83439",2013,421,68413
"83440",2013,89839,1961047
"83441",2013,3030,101365
"83442",2013,1301,33417
"83443",2013,6497,78077
"83444",2013,93030,446104
"83445",2013,-248,36383
"83446",2013,3010,8738
"83447",2013,-780,16449
"83448",2013,758,29427
"83449",2013,2899,21324
"83450",2013,5993,80748
"83451",2013,1277,641953
"83452",2013,-2221,19631
"83453",2013,75386,75405
"83454",2013,951,7651
"83455",2013,1,6400
"83456",2013,1356,33243
"83457",2013,26424,599118
"83458",2013,47528,671126
"83459",2013,464,70414
"83460",2013,2664,86202
"83461",2013,20067,282756
"83462",2013,549,203233
"83463",2013,395,43547
"83464",2013,3445,84658
"83465",2013,11993,322196
"83466",2013,711,101326
"83467",2013,2840,87461
"83468",2013,581,67779
"83469",2013,3291,65495
"83470",2013,3370,19875
"83471",2013,-731,56245
"83472",2013,800,18954
"83473",2013,260,154089
"83474",2013,1125,38726
"83475",2013,9567,106579
"83476",2013,1093873,3212048
"83477",2013,28193,410946
"83478",2013,6269,86929
"83479",2013,1086,27608
"83480",2013,918,146324
"83481",2013,154,18627
"83482",2013,67402,312252
"83483",2013,1422,88255
"83484",2013,2142,47463
"83485",2013,2268,9098
"83486",2013,601,45250
"83487",2013,-132,1989
"83488",2013,255,11653
"83489",2013,398,33143
"83490",2013,2054,59220
"83491",2013,15232,37098
"83492",2013,32559,371326
"83493",2013,210,13224
"83494",2013,968,5018
"83495",2013,385,10659
"83496",2013,122,35011
"83497",2013,2424,31161
"83498",2013,26321,33898
"83499",2013,600,9612
"83500",2013,7385,326183
"83501",2013,467171,1041193
"83502",2013,-323,3806
"83503",2013,1556,14340
"83504",2013,231,17212
"83505",2013,1231,137769
"83506",2013,1895,26766
"83507",2013,125850,126482
"83508",2013,2341,104878
"83509",2013,497,7042
"83510",2013,532,16462
"83511",2013,1229,5677
"83512",2013,21117,37006
"83513",2013,32218,108670
"83514",2013,2575,33596
"83515",2013,5825,46074
"83516",2013,1144,83894
"83517",2013,265,17280
"83518",2013,8327,10103
"83519",2013,7301,10340
"83520",2013,47,29261
"83521",2013,84922,103174
"83522",2013,449,8566
"83523",2013,245,8912
"83524",2013,1130,28375
"83525",2013,1551,85802
"83526",2013,677243,2907433
"83527",2013,1891,29987
"83528",2013,-5127,299520
"83529",2013,86094,116097
"83530",2013,1445,49141
"83531",2013,972,13489
"83532",2013,809,50707
"83533",2013,42088,424831
"83534",2013,0,257986
"83535",2013,72,88241
"83536",2013,393,41087
"83537",2013,1170,9140
"83538",2013,1205,57238
"83539",2013,2206,6065
"83540",2013,838,24634
"83541",2013,25,39753
"83542",2013,497,46256
"83543",2013,2596,62675
"83544",2013,210,58474
"83545",2013,619,11309
"83546",2013,853,6649
"83547",2013,2314,24896
"83548",2013,114,7411
"83549",2013,54,1792
"83550",2013,355,26510
"83551",2013,371,101333
"83552",2013,603,14971
"83553",2013,2422,247508
"83554",2013,-1513,53369
"83555",2013,7202,105471
"83556",2013,443,146887
"83557",2013,1295,42000
"83558",2013,2822,325968
"83559",2013,2008,48698
"83560",2013,548,6714
"83561",2013,369,56070
"83562",2013,-1404,12736
"83563",2013,216245,218321
"83564",2013,19761,630606
"83565",2013,1485,18129
"83566",2013,84,3915
"83567",2013,853,19852
"83568",2013,117,29823
"83569",2013,2109,59544
"83570",2013,319,131817
"83571",2013,498,259903
"83572",2013,-65131,874162
"83573",2013,-32535,777716
"83574",2013,-26127,602788
"83575",2013,9328,30614
"83576",2013,-700,85578
"83577",2013,521,12031
"83578",2013,473,167561
"83579",2013,60,19548
"83580",2013,11722,110191
"83581",2013,5005,24532
"83582",2013,953,76974
"83583",2013,556,21174
"83584",2013,463,247195
"83585",2013,-17813,206099
"83586",2013,18010,80473
"83587",2013,5785,200095
"83588",2013,2822,39100
"83589",2013,1644,40258
"83590",2013,2543,36175
"83591",2013,11253,122403
"83592",2013,1184,301666
"83593",2013,24620,404513
"83594",2013,3233,176365
"83595",2013,44890,139535
"83596",2013,2680,82885
"83597",2013,1905,61489
"83598",2013,2519,109181
"83599",2013,353,17156
"83600",2013,162,80817
"83601",2013,344,16404
"83602",2013,823,31275
"83603",2013,852,18859
"83604",2013,1111,24274
"83605",2013,-7056,365215
"83606",2013,6811,62103
"83607",2013,721,45608
"83608",2013,115691,857437
"83609",2013,2494,106324
"83610",2013,1330,9435
"83611",2013,795,60925
"83612",2013,1342,29978
"83613",2013,19350,216490
"83614",2013,37058,38347
"83615",2013,6403,59025
"83616",2013,25374,29600
"83617",2013,47232,94395
"83618",2013,9970,275838
"83619",2013,6525,243265
"83620",2013,302225,2390632
"83621",2013,12553,20406
"83622",2013,49256,54973
"83623",2013,-4467,106003
"83624",2013,-902,46543
"83625",2013,179,2029322
"83626",2013,2878,49257
"83627",2013,-16561,72196
"83628",2013,26255,91189
"83629",2013,65925,69925
"83630",2013,46147,107325
"83631",2013,795,20078
"83632",2013,49510,231411
"83633",2013,-691,182590
"83634",2013,16278,113643
"83635",2013,1025,40721
"83636",2013,22865,35550
"83637",2013,11775,351690
"83638",2013,36445,189040
"83639",2013,13784,10607
"83640",2013,5767,33248
"83641",2013,1283,56418
"83642",2013,20002,74410
"83643",2013,47875,389387
"83644",2013,-11350,20120
"83645",2013,3184729,22746888
"83646",2013,3931,252715
"83647",2013,24026,58476
"83648",2013,272345,868383
"83649",2013,155,35750
"83650",2013,12156,84027
"83651",2013,343021,8921289
"83652",2013,288,88139
"83653",2013,-3372,29886
"83654",2013,1448,120288
"83655",2013,109389,654728
"83656",2013,28512,758956
"83657",2013,-63271,214374
"83658",2013,1156,35725
"83659",2013,124961,1671870
"83660",2013,2097,171969
"83661",2013,-2844,75561
"83662",2013,193,12835
"83663",2013,-8364,114692
"83664",2013,2021,150748
"83665",2013,22008,105904
"83666",2013,83230,257319
"83667",2013,-327,62529
"83668",2013,31995,71904
"83669",2013,14715,38781
"83670",2013,9102,60797
"83671",2013,27670,77088
"83672",2013,15018,22990
"83673",2013,4076,23904
"83674",2013,3743,45763
"83675",2013,53820,193975
"83676",2013,100152,218973
"83677",2013,24351,138966
"83678",2013,14530,24890
"83679",2013,22145,49356
"83680",2013,9899,39985
"83681",2013,65224,145893
"83682",2013,421,39967
"83683",2013,89651,292455
"83684",2013,11231,38985
"83685",2013,7008,26752
"83686",2013,167,8877
"83687",2013,6278,13380
"83688",2013,25918,30876
"83689",2013,9726,67380
"83690",2013,5927,16553
"83691",2013,4301,12150
"83692",2013,37584,90787
"83693",2013,10438,11430
"83694",2013,192015,113921
"83695",2013,218,9489
"83696",2013,20429,13316
"83697",2013,14409,29947
"83698",2013,1532,21451
"83699",2013,21019,27003
"83700",2013,17490,67547
"83701",2013,6148,25534
"83702",2013,89,20883
"83703",2013,99,56360
"83704",2013,1579,37907
"83705",2013,-146,2357
"83706",2013,-4639,227843
"83707",2013,4449,64820
"83708",2013,-3511,117471
"83709",2013,-2220,128854
"83710",2013,-797,42790
"83711",2013,6263,172878
"83712",2013,293,108785
"83713",2013,-156,54654
"83714",2013,1193,23351
"83715",2013,456,38111
"83716",2013,29857,937222
"83717",2013,1244,46900
"83718",2013,-186,210274
"83719",2013,3992,38855
"83720",2013,45297,57940
"83721",2013,566,8671
"83722",2013,23320,116423
"83723",2013,19016,72107
"83724",2013,7729,60073
"83725",2013,-541,26462
"83726",2013,-2072,115782
"83727",2013,13009,307587
"83728",2013,728832,19611146
"83729",2013,1437,58725
"83730",2013,312,18472
"83731",2013,637,16779
"83732",2013,2688,14871
"83733",2013,5813,34443
"83734",2013,17670,229565
"83735",2013,-2694,24349
"83736",2013,160,2084
"83737",2013,315,17737
"83738",2013,-4413,23630
"83739",2013,-1550,53514
"83740",2013,2988,14282
"83741",2013,6678,31687
"83742",2013,453,10513
"83743",2013,220,9670
"83744",2013,1282,27240
"83745",2013,1690,98642
"83746",2013,15597,293587
"83747",2013,164,12350
"83748",2013,-231,38904
"83749",2013,466,14735
"83750",2013,693,14813
"83751",2013,4212,543936
"83752",2013,12127,516092
"83753",2013,81,2852
"83754",2013,1260,12611
"83755",2013,245,15644
"83756",2013,185,27198
"83757",2013,924,13087
"83758",2013,4012,12539
"83759",2013,319,26225
"83760",2013,5917,98828
"83761",2013,3166,57108
"83762",2013,1498,25693
"83763",2013,253,21490
"83764",2013,645,9563
"83765",2013,-1027,29163
"83766",2013,6737,83480
"83767",2013,3046,46525
"83768",2013,4483,46936
"83769",2013,584,20268
"83770",2013,845,47094
"83771",2013,54665,497045
"83772",2013,48936,2169371
"83773",2013,4056,6018
"83774",2013,3528,85044
"83775",2013,30432,587473
"83776",2013,112463,90280
"83777",2013,1861,21168
"83778",2013,2830,17220
"83779",2013,19220,20460
"83780",2013,-15018,1765521
"83781",2013,769,33724
"83782",2013,2400,122809
"83783",2013,16410,22093
"83784",2013,12865,46620
"83785",2013,1610,21857
"83786",2013,124,30039
"83787",2013,74179,123110
"83788",2013,231139,2431753
"83789",2013,17363,56611
"83790",2013,159,129498
"83791",2013,3304,66924
"83792",2013,119,28295
"83793",2013,5766,47176
"83794",2013,5437,135664
"83795",2013,1259,56182
"83796",2013,13848,218749
"83797",2013,1194,43763
"83798",2013,1617,43554
"83799",2013,19261,78788
"83800",2013,17547,67170
"83801",2013,12960,239277
"83802",2013,24925,87853
"83803",2013,87686,142870
"83804",2013,34327,345583
"83805",2013,84911,1084617
"83806",2013,8870,14561
"83807",2013,-12904,146287
"83808",2013,232528,4149758
"83809",2013,-9352,135088
"83810",2013,85738,812029
"83811",2013,4321,19563
"83812",2013,5152,459620
"83813",2013,-41466,232641
"83814",2013,7850,214253
"83815",2013,12854,52834
"83816",2013,6620,270000
"83817",2013,-8300,307069
"83818",2013,6132,56487
"83819",2013,11306,32685
"83820",2013,2333,88051
"83821",2013,6429,92405
"83822",2013,-130,33820
"83823",2013,-1873,31585
"83824",2013,473,33506
"83825",2013,1530,45248
"83826",2013,-332,64353
"83827",2013,2783,22421
"83828",2013,515,52817
"83829",2013,1382,87711
"83830",2013,1139,41192
"83831",2013,-3628,105508
"83832",2013,397,48566
"83833",2013,418,29048
"83834",2013,979,11873
"83835",2013,626,20797
"83836",2013,733,38828
"83837",2013,399,58053
"83838",2013,1007,37117
"83839",2013,-679,32062
"83840",2013,749,24206
"83841",2013,-18919,54566
"83842",2013,868,57487
"83843",2013,992,21938
"83844",2013,720,20236
"83845",2013,-6232,49061
"83846",2013,428,14621
"83847",2013,-2031,78507
"83848",2013,1445,23132
"83849",2013,75933,1198119
"83850",2013,252,25708
"83851",2013,-1135,39842
"83852",2013,421,20179
"83853",2013,1118,15917
"83854",2013,684,21395
"83855",2013,151479,4625853
"83856",2013,739,16450
"83857",2013,2300,50957
"83858",2013,1509,110900
"83859",2013,1823,40242
"83860",2013,1749,47621
"83861",2013,960,18657
"83862",2013,3612,53045
"83863",2013,4639,205687
"83864",2013,986,31288
"83865",2013,1281,20836
"83866",2013,-2210,67933
"83867",2013,8174,178096
"83868",2013,269,39917
"83869",2013,1499,40713
"83870",2013,842,19221
"83871",2013,70212,1597659
"83872",2013,611,54911
"83873",2013,-8519,221508
"83874",2013,1966,49827
"83875",2013,1301,12434
"83876",2013,220,24775
"83877",2013,1496,264104
"83878",2013,1361,342225
"83879",2013,24026,87899
"83880",2013,46748,444217
"83881",2013,260546,1664645
"83882",2013,830,61630
"83883",2013,1280,686333
"83884",2013,34750,284198
"83885",2013,-9824,108529
"83886",2013,2477,139990
"83887",2013,48698,891605
"83888",2013,12405,212964
"83889",2013,3338,144788
"83890",2013,4792,69605
"83891",2013,3906,16829
"83892",2013,83297,117844
"83893",2013,6359,16317
"83894",2013,7008,44843
"83895",2013,2909,9329
"83896",2013,4882,36629
"83897",2013,66688,75450
"83898",2013,760,9764
"83899",2013,8776,34158
"83900",2013,4986,32525
"83901",2013,1646,19345
"83902",2013,1214,23394
"83903",2013,4412,5055
"83904",2013,7230,9769
"83905",2013,9869,19016
"83906",2013,14782,13489
"83907",2013,4566,10139
"83908",2013,169637,185692
"83909",2013,12969,32658
"83910",2013,4791,66251
"83911",2013,25,62112
"83912",2013,23560,376400
"83913",2013,50879,173620
"83914",2013,1671,11295
"83915",2013,15,23485
"83916",2013,22536,39196
"83917",2013,4017,19167
"83918",2013,2002,21183
"83919",2013,0,31216
"83920",2013,14180,141835
"83921",2013,80,3977
"83922",2013,13833,317966
"83923",2013,6827,60412
"83924",2013,7282,18273
"83925",2013,12968,203690
"83926",2013,6964,169541
"83927",2013,10945,18685
"83928",2013,29710,366937
"83929",2013,1054,42221
"83930",2013,-5576,186350
"83931",2013,1050,32876
"83932",2013,-3020,83372
"83933",2013,-1699,121056
"83934",2013,19546,211513
"83935",2013,274383,2988037
"83936",2013,15636,76976
"83937",2013,16690,179912
"83938",2013,2594,113987
"83939",2013,1160,21564
"83940",2013,8855,162593
"83941",2013,34,14562
"83942",2013,58980,416550
"83943",2013,2810,65430
"83944",2013,-364,12077
"83945",2013,-5088,139080
"83946",2013,141,16499
"83947",2013,1785,61997
"83948",2013,2960,70050
"83949",2013,565,14657
"83950",2013,923,14561
"83951",2013,-1824,84390
"83952",2013,1081,33541
"83953",2013,202,21128
"83954",2013,-10,2087
"83955",2013,14556,211618
"83956",2013,3617,71265
"83957",2013,224,50031
"83958",2013,-2736,172251
"83959",2013,4551,66969
"83960",2013,29716,140884
"83961",2013,-516,17683
"83962",2013,2558,18541
"83963",2013,193260,10892229
"83964",2013,2990,22010
"83965",2013,808,47336
"83966",2013,0,320761
"83967",2013,917,29821
"83968",2013,-3058,858924
"83969",2013,10460,174660
"83970",2013,54854,575595
"83971",2013,1146,17561
"83972",2013,1177,20417
"83973",2013,1002,2622
"83974",2013,2138,52984
"83975",2013,96458,215289
"83976",2013,20755,214942
"83977",2013,112,14373
"83978",2013,17667,239361
"83979",2013,2656,8972
"83980",2013,6397,242996
"83981",2013,1047,4492
"83982",2013,1496,42156
"83983",2013,16264,17924
"83984",2013,28,61919
"83985",2013,1218,24947
"83986",2013,5127,7948
"83987",2013,120,9558
"83988",2013,15021,15604
"83989",2013,8075,15598
"83990",2013,1552,55627
"83991",2013,2003,27720
"83992",2013,-2295,363143
"83993",2013,104,58371
"83994",2013,3718,91921
"83995",2013,272,45010
"83996",2013,2227,89552
"83997",2013,1903,34697
"83998",2013,961,8228
"83999",2013,1700,15871
"84000",2013,321,7583
"84001",2013,424,11226
"84002",2013,13663,103335
"84003",2013,85,19203
"84004",2013,-380,50867
"84005",2013,1221,9712
"84006",2013,66,31456
"84007",2013,-44182,642353
"84008",2013,19165,337728
"84009",2013,5731,38561
"84010",2013,11671,73719
"84011",2013,16660,917692
"84012",2013,26216,235085
"84013",2013,604456,13769870
"84014",2013,65524,3218328
"84015",2013,-13803,387487
"84016",2013,1014,50912
"84017",2013,8305,136316
"84018",2013,-11083,87262
"84019",2013,426,10971
"84020",2013,-4481,35952
"84021",2013,34575,311590
"84022",2013,235,118213
"84023",2013,3451,115384
"84024",2013,915,45075
"84025",2013,68438,554910
"84026",2013,-8160,552729
"84027",2013,-8506,103071
"84028",2013,3876,28208
"84029",2013,10180,490783
"84030",2013,62542,102986
"84031",2013,-1918,52494
"84032",2013,234807,462148
"84033",2013,4048,12746
"84034",2013,4802,79211
"84035",2013,576,40970
"84036",2013,2412,19877
"84037",2013,41946,53842
"84038",2013,14872,61517
"84039",2013,24,47482
"84040",2013,7548,201718
"84041",2013,17498,152961
"84042",2013,5878,196682
"84043",2013,-997,10809
"84044",2013,-5285,13898
"84045",2013,-550,281590
"84046",2013,952,40365
"84047",2013,3965,236113
"84048",2013,9510,48220
"84049",2013,-417,40298
"84050",2013,51843,183243
"84051",2013,-4950,249630
"84052",2013,876,47571
"84053",2013,-57,82419
"84054",2013,776,12440
"84055",2013,266,21506
"84056",2013,528,20600
"84057",2013,3870,44760
"84058",2013,7370,51260
"84059",2013,993,18870
"84060",2013,1445,47245
"84061",2013,-1448,103765
"84062",2013,1089,23435
"84063",2013,10163,240359
"84064",2013,-1177,61862
"84065",2013,10820,53984
"84066",2013,678,211497
"84067",2013,2429,10516
"84068",2013,10317,4681
"84069",2013,1854,6894
"84070",2013,-1573,313684
"84071",2013,36098,133222
"84072",2013,-2465,128841
"84073",2013,46653,338249
"84074",2013,9724,54754
"84075",2013,10368,186284
"84076",2013,585,51326
"84077",2013,-22622,131943
"84078",2013,-4335,100872
"84079",2013,53745,302870
"84080",2013,-12532,412297
"84081",2013,24518,112312
"84082",2013,308,64570
"84083",2013,175498,1672274
"84084",2013,3480,10249
"84085",2013,1778,93175
"84086",2013,60,19680
"84087",2013,960,26802
"84088",2013,12931,115752
"84089",2013,3347,7244
"84090",2013,15269,327692
"84091",2013,19150,6010
"84092",2013,65931,4002322
"84093",2013,9594,27398
"84094",2013,141569,90435
"84095",2013,1892,23429
"84096",2013,-823,9723
"84097",2013,1640,24500
"84098",2013,12914,65274
"84099",2013,1799,10057
"84100",2013,355,7807
"84101",2013,4017,131133
"84102",2013,1531,174263
"84103",2013,1720675,6871094
"84104",2013,337,207687
"84105",2013,8761,77305
"84106",2013,-53844,263784
"84107",2013,-3470,14028
"84108",2013,496,9013
"84109",2013,14425,27897
"84110",2013,1518,10903
"84111",2013,-3966,62685
"84112",2013,9988,23789
"84113",2013,10023,34818
"84114",2013,7899,28910
"84115",2013,105,10086
"84116",2013,15552,25544
"84117",2013,13550,32151
"84118",2013,15556,35085
"84119",2013,1228,31027
"84120",2013,1923,53142
"84121",2013,12120,18624
"84122",2013,12456,36112
"84123",2013,28865,83102
"84124",2013,14550,48234
"84125",2013,12230,24478
"84126",2013,3688,26425
"84127",2013,1264,57540
"84128",2013,13886,36818
"84129",2013,6773,34750
"84130",2013,11450,35702
"84131",2013,42324,42925
"84132",2013,42631,56596
"84133",2013,35324,45714
"84134",2013,4109,3e+05
"84135",2013,21674,23646
"84136",2013,34483,34932
"84137",2013,212,345593
"84138",2013,545,21404
"84139",2013,615,325623
"84140",2013,7640,10959
"84141",2013,3384,28295
"84142",2013,2640,29817
"84143",2013,1740,59458
"84144",2013,30156,232847
"84145",2013,1691,69294
"84146",2013,349,30909
"84147",2013,277,18947
"84148",2013,12424,29328
"84149",2013,375,136218
"84150",2013,75797,76932
"84151",2013,6600,86120
"84152",2013,14000,23240
"84153",2013,62804,71660
"84154",2013,2146,60482
"84155",2013,312,52247
"84156",2013,4728,92116
"84157",2013,-52,71488
"84158",2013,31197,128969
"84159",2013,4360,46704
"84160",2013,6025,33907
"84161",2013,29329,156384
"84162",2013,768,113620
"84163",2013,-290,14476
"84164",2013,65349,328897
"84165",2013,1556,156655
"84166",2013,3929,149665
"84167",2013,8967,58954
"84168",2013,38700,1228170
"84169",2013,4009,36538
"84170",2013,252,21556
"84171",2013,753,43216
"84172",2013,324,12789
"84173",2013,236672,1431270
"84174",2013,1374,42937
"84175",2013,19073,131052
"84176",2013,28955,78895
"84177",2013,36496,428529
"84178",2013,2800,87500
"84179",2013,5476,36196
"84180",2013,1640,15246
"84181",2013,1468,13125
"84182",2013,380,17072
"84183",2013,1466,71114
"84184",2013,503,57539
"84185",2013,2008,105132
"84186",2013,-4334,78111
"84187",2013,11466,89641
"84188",2013,205,6310
"84189",2013,216060,1958511
"84190",2013,2200,59920
"84191",2013,121557,153460
"84192",2013,630,19197
"84193",2013,3447,48292
"84194",2013,509,78209
"84195",2013,-591,90048
"84196",2013,2278,4473
"84197",2013,444,31439
"84198",2013,2045169,7621797
"84199",2013,946,79305
"84200",2013,192,31314
"84201",2013,4751,429854
"84202",2013,2620,118871
"84203",2013,973,18508
"84204",2013,3574,49938
"84205",2013,286,2753
"84206",2013,-432,66018
"84207",2013,1278,20607
"84208",2013,717,930149
"84209",2013,1744,12792
"84210",2013,904,4022
"84211",2013,1875,71785
"84212",2013,84,21690
"84213",2013,-1454,121440
"84214",2013,949,33266
"84215",2013,2749,78082
"84216",2013,5570,247940
"84217",2013,561,20313
"84218",2013,13827,6531
"84219",2013,3124,182997
"84220",2013,3507,164546
"84221",2013,1260,26361
"84222",2013,70,15900
"84223",2013,881,191525
"84224",2013,-28779,327295
"84225",2013,8698,113928
"84226",2013,7919,31472
"84227",2013,-169,17357
"84228",2013,230,3500
"84229",2013,2350,90993
"84230",2013,23037,53210
"84231",2013,2663,26855
"84232",2013,3208,84605
"84233",2013,881,30221
"84234",2013,5970,102350
"84235",2013,2178,34008
"84236",2013,1694,37187
"84237",2013,1129,11639
"84238",2013,130921,188318
"84239",2013,12105705,112454664
"84240",2013,497,29534
"84241",2013,7359,148396
"84242",2013,41256,65541
"84243",2013,302,31187
"84244",2013,-4148,66775
"84245",2013,535,2582
"84246",2013,7216,356695
"84247",2013,1602,45697
"84248",2013,243,21804
"84249",2013,23510,91044
"84250",2013,-11624,102898
"84251",2013,1535,38925
"84252",2013,1534,9001
"84253",2013,12356,73888
"84254",2013,7093,471615
"84255",2013,1822,18696
"84256",2013,5961,11274
"84257",2013,2522,180653
"84258",2013,503,9240
"84259",2013,1509,42545
"84260",2013,726,13487
"84261",2013,1558,42465
"84262",2013,5466,20498
"84263",2013,1487447,29836624
"84264",2013,25016,8542
"84265",2013,7558,293607
"84266",2013,46082,53023
"84267",2013,-66,9484
"84268",2013,-183,20247
"84269",2013,890,6362
"84270",2013,1449,7566
"84271",2013,16424,95320
"84272",2013,1580,38016
"84273",2013,-269,23690
"84274",2013,11030,57899
"84275",2013,787,63324
"84276",2013,10714,26616
"84277",2013,32,87010
"84278",2013,4007,156329
"84279",2013,17232,160230
"84280",2013,10041,25643
"84281",2013,2850,17308
"84282",2013,362225,4741460
"84283",2013,8669,43558
"84284",2013,5194,32239
"84285",2013,73050,467010
"84286",2013,3051,28762
"84287",2013,13087,67231
"84288",2013,9627,26433
"84289",2013,105,12352
"84290",2013,51397,262215
"84291",2013,6396,70940
"84292",2013,5164,21423
"84293",2013,6524,119584
"84294",2013,3539,17690
"84295",2013,11636,47234
"84296",2013,1026,39590
"84297",2013,7201,22409
"84298",2013,9945,49253
"84299",2013,5535,35800
"84300",2013,435,37400
"84301",2013,1406,59945
"84302",2013,3785,12214
"84303",2013,1425,16434
"84304",2013,98107,502015
"84305",2013,12530,61801
"84306",2013,8775,58816
"84307",2013,3908,86555
"84308",2013,1063,41000
"84309",2013,1561,20355
"84310",2013,1986,18620
"84311",2013,3417,36731
"84312",2013,-69988,1789594
"84313",2013,98,12890
"84314",2013,-6026,160344
"84315",2013,1291,17001
"84316",2013,3831,269860
"84317",2013,9464,77967
"84318",2013,1895,23704
"84319",2013,7128,25039
"84320",2013,12448,73128
"84321",2013,18064,78094
"84322",2013,21266,390708
"84323",2013,3510,40000
"84324",2013,8319,484110
"84325",2013,2567,64495
"84326",2013,2731,32431
"84327",2013,318,120163
"84328",2013,414420,3868365
"84329",2013,38647,451351
"84330",2013,479,83139
"84331",2013,1950764,16873824
"84332",2013,9442,417932
"84333",2013,4969,789746
"84334",2013,47089,376758
"84335",2013,12081,511152
"84336",2013,35122,817773
"84337",2013,33767,148445
"84338",2013,6660,125571
"84339",2013,2391,152760
"84340",2013,13452,926411
"84341",2013,116546,1171156
"84342",2013,9613,622649
"84343",2013,139,21005
"84344",2013,-4481,792731
"84345",2013,39847,431578
"84346",2013,113792,1352435
"84347",2013,-69674,2318561
"84348",2013,3079,1182724
"84349",2013,207668,1517795
"84350",2013,-37780,200817
"84351",2013,35469,381697
"84352",2013,2896,29935
"84353",2013,-28112,233163
"84354",2013,11892,397193
"84355",2013,1479,89940
"84356",2013,10500,94254
"84357",2013,1134,316755
"84358",2013,106,30501
"84359",2013,-17180,555685
"84360",2013,709,26158
"84361",2013,322,58693
"84362",2013,-179,53080
"84363",2013,8534,244179
"84364",2013,116722,3498855
"84365",2013,-3005,41804
"84366",2013,-7464,245292
"84367",2013,-12017,157508
"84368",2013,3652,467963
"84369",2013,17101,464226
"84370",2013,159,57623
"84371",2013,11394,158359
"84372",2013,25170,84402
"84373",2013,68779,659178
"84374",2013,829,18986
"84375",2013,38,68602
"84376",2013,3980,37291
"84377",2013,-3128,67061
"84378",2013,6203,24731
"84379",2013,-897,19922
"84380",2013,73176,1933398
"84381",2013,1175,28141
"84382",2013,30,32664
"84383",2013,372,24407
"84384",2013,14999,234245
"84385",2013,1312,54981
"84386",2013,8494,172636
"84387",2013,301,45359
"84388",2013,824,20864
"84389",2013,1243,32791
"84390",2013,1382,14232
"84391",2013,797,15556
"84392",2013,5192,91479
"84393",2013,969,88681
"84394",2013,7285,47998
"84395",2013,3992,37412
"84396",2013,2140,38888
"84397",2013,4752,45047
"84398",2013,23638,417129
"84399",2013,10001,105561
"84400",2013,67666,833579
"84401",2013,5010,40210
"84402",2013,-1433,58517
"84403",2013,-501,64166
"84404",2013,943,18802
"84405",2013,10946,67124
"84406",2013,59,9671
"84407",2013,209,8611
"84408",2013,6584,385894
"84409",2013,-1454,31066
"84410",2013,268,12637
"84411",2013,467,15054
"84412",2013,31947,68764
"84413",2013,2310,16655
"84414",2013,-3770,51260
"84415",2013,1295,34849
"84416",2013,1334,12917
"84417",2013,938,39952
"84418",2013,1320,18703
"84419",2013,2024,70372
"84420",2013,10188,187546
"84421",2013,417,16167
"84422",2013,18798,52286
"84423",2013,611,15649
"84424",2013,4548,37446
"84425",2013,-1309,22971
"84426",2013,9160,85005
"84427",2013,250,5810
"84428",2013,4565,14498
"84429",2013,13455,29415
