"","year","net_income","total_assets"
"84430",2013,4396,15515
"84431",2013,-19520,165978
"84432",2013,149,7212
"84433",2013,3169,42797
"84434",2013,776,99663
"84435",2013,41002,49690
"84436",2013,100,6680
"84437",2013,2512,101879
"84438",2013,521,31390
"84439",2013,5368,12548
"84440",2013,-1313,71229
"84441",2013,10391,27922
"84442",2013,4272,20669
"84443",2013,62885,63520
"84444",2013,370618,891876
"84445",2013,940,6127
"84446",2013,11034,14257
"84447",2013,45849,172794
"84448",2013,455,39621
"84449",2013,193706,3708059
"84450",2013,171,32730
"84451",2013,4950,37722
"84452",2013,-2612,131779
"84453",2013,85,22508
"84454",2013,652,186060
"84455",2013,3027,148621
"84456",2013,528,8903
"84457",2013,20992,16874
"84458",2013,16536,4695
"84459",2013,16887,10837
"84460",2013,5000,24680
"84461",2013,8680,46820
"84462",2013,9060,15125
"84463",2013,1961,16472
"84464",2013,262,21800
"84465",2013,61998,1149575
"84466",2013,230,7093
"84467",2013,19310,32436
"84468",2013,95992,1571776
"84469",2013,2025,34796
"84470",2013,3802,772706
"84471",2013,11943,199793
"84472",2013,10898,319618
"84473",2013,6282,38165
"84474",2013,22850,26900
"84475",2013,1230,25494
"84476",2013,3064,440501
"84477",2013,105,9674
"84478",2013,-512,37120
"84479",2013,13,23488
"84480",2013,94020,7352497
"84481",2013,1781,88882
"84482",2013,528,6963
"84483",2013,408,4693
"84484",2013,3416,11194
"84485",2013,1621,6523
"84486",2013,3289,22374
"84487",2013,565,3326
"84488",2013,23699,52364
"84489",2013,530,7350
"84490",2013,41757,49647
"84491",2013,116,12455
"84492",2013,6012,10285
"84493",2013,4230,32572
"84494",2013,48762,434132
"84495",2013,1508,10789
"84496",2013,1220,53805
"84497",2013,49834,96455
"84498",2013,483,27525
"84499",2013,2040,32280
"84500",2013,1716,33227
"84501",2013,1158,17403
"84502",2013,-700,65257
"84503",2013,73,16547
"84504",2013,4939,12382
"84505",2013,18389,18395
"84506",2013,413,5972
"84507",2013,18137,25882
"84508",2013,-1009,29659
"84509",2013,8129,55592
"84510",2013,537,53476
"84511",2013,6210,10119
"84512",2013,0,39542
"84513",2013,2959,935854
"84514",2013,6048,10100
"84515",2013,2853,81857
"84516",2013,256,75081
"84517",2013,2955,106115
"84518",2013,-2437,72128
"84519",2013,-362,41411
"84520",2013,-14227,18066
"84521",2013,-564,90849
"84522",2013,4140,73098
"84523",2013,20075,462768
"84524",2013,2061,21124
"84525",2013,12170,51636
"84526",2013,761,62867
"84527",2013,-308,98934
"84528",2013,-3848,96765
"84529",2013,283,39993
"84530",2013,920,19229
"84531",2013,-864,49370
"84532",2013,0,10337
"84533",2013,1154,87966
"84534",2013,2841,80223
"84535",2013,3978,147398
"84536",2013,10,4256
"84537",2013,1135,51478
"84538",2013,19915,151378
"84539",2013,1110,2866614
"84540",2013,1264,20805
"84541",2013,9793,175096
"84542",2013,1090,6976
"84543",2013,7900,9890
"84544",2013,19,59713
"84545",2013,4168,43821
"84546",2013,9758,110247
"84547",2013,36797,247489
"84548",2013,176892,249941
"84549",2013,4226,294864
"84550",2013,1543,7783
"84551",2013,865,23792
"84552",2013,1019,32465
"84553",2013,21452,145230
"84554",2013,558,10884
"84555",2013,39694,41483
"84556",2013,12472,210323
"84557",2013,5318,79454
"84558",2013,2237,70954
"84559",2013,1225,35978
"84560",2013,1132,23603
"84561",2013,1620,21392
"84562",2013,70746,90353
"84563",2013,2878,92110
"84564",2013,486,18895
"84565",2013,-1405,78756
"84566",2013,629,49112
"84567",2013,7883,9010
"84568",2013,287,82327
"84569",2013,4093,37027
"84570",2013,16980,69964
"84571",2013,-106,40488
"84572",2013,2069,72808
"84573",2013,-1484,49681
"84574",2013,91897,101792
"84575",2013,1523,85836
"84576",2013,1592,25697
"84577",2013,1009,26145
"84578",2013,47887,266320
"84579",2013,22492,50623
"84580",2013,8652,97282
"84581",2013,2032,9011
"84582",2013,219,6880
"84583",2013,1000,8041
"84584",2013,15716,351229
"84585",2013,11700,282193
"84586",2013,44473,160336
"84587",2013,38534,242490
"84588",2013,11905,175475
"84589",2013,321,28512
"84590",2013,14456,127099
"84591",2013,75102,311634
"84592",2013,767,9351
"84593",2013,7916,104971
"84594",2013,12642,35263
"84595",2013,555,17065
"84596",2013,947,80813
"84597",2013,661,11400
"84598",2013,3052,49961
"84599",2013,511,19967
"84600",2013,9995,49987
"84601",2013,1985,17258
"84602",2013,373,103250
"84603",2013,2354,35670
"84604",2013,433,31823
"84605",2013,5127,117490
"84606",2013,-1199,80797
"84607",2013,23667,168761
"84608",2013,633,12434
"84609",2013,2091,46159
"84610",2013,656,31850
"84611",2013,-12126,229242
"84612",2013,256,25509
"84613",2013,-629,23552
"84614",2013,128294,2286836
"84615",2013,35,19046
"84616",2013,12348,212244
"84617",2013,-13481,21120
"84618",2013,5066,33903
"84619",2013,5279,57118
"84620",2013,-20993,84580
"84621",2013,1026,40846
"84622",2013,131482,88963
"84623",2013,211,60005
"84624",2013,806,40741
"84625",2013,97516,99615
"84626",2013,892,13196
"84627",2013,6469,68991
"84628",2013,194,17583
"84629",2013,9528,18958
"84630",2013,13332,349027
"84631",2013,2160,149030
"84632",2013,3216,207471
"84633",2013,98,17857
"84634",2013,1703,61971
"84635",2013,3194,4382
"84636",2013,9025,196369
"84637",2013,5333,328847
"84638",2013,22055,190945
"84639",2013,3929,27709
"84640",2013,35,41913
"84641",2013,3945,6654
"84642",2013,97501,28661648
"84643",2013,32,62126
"84644",2013,35890,145859
"84645",2013,6406,38558
"84646",2013,-155626,4080217
"84647",2013,50911,4973176
"84648",2013,480,218439
"84649",2013,763,25447
"84650",2013,-11472,27037
"84651",2013,287,8297
"84652",2013,2836,48165
"84653",2013,1235,15024
"84654",2013,2104,51438
"84655",2013,839,32279
"84656",2013,51,154552
"84657",2013,20761,250044
"84658",2013,-189,2359
"84659",2013,101,14029
"84660",2013,49875,124681
"84661",2013,780,15016
"84662",2013,4995,44861
"84663",2013,331,114866
"84664",2013,144426,847939
"84665",2013,37,110090
"84666",2013,805,70076
"84667",2013,1762,39517
"84668",2013,-18269,255496
"84669",2013,527,25736
"84670",2013,138,42878
"84671",2013,-9732,1709801
"84672",2013,-547,184793
"84673",2013,32528,1330829
"84674",2013,-13601,863815
"84675",2013,9229,75384
"84676",2013,-7103,47608
"84677",2013,12711,85026
"84678",2013,1620,70339
"84679",2013,12546,120190
"84680",2013,19501,9760
"84681",2013,2,1213405
"84682",2013,26,10660
"84683",2013,7975,283867
"84684",2013,26802,204782
"84685",2013,4430,49363
"84686",2013,388,4397
"84687",2013,40219,27436
"84688",2013,786,19583
"84689",2013,155,17916
"84690",2013,9901,36233
"84691",2013,383,40803
"84692",2013,105201,2152716
"84693",2013,283323,2643355
"84694",2013,1943,280928
"84695",2013,657,720600
"84696",2013,727,27059
"84697",2013,162,44487
"84698",2013,2986,67239
"84699",2013,-9821,59410
"84700",2013,1253,146677
"84701",2013,784,43561
"84702",2013,68063,959915
"84703",2013,208,244245
"84704",2013,880,299657
"84705",2013,664,20652
"84706",2013,111,43586
"84707",2013,182,59657
"84708",2013,569,193228
"84709",2013,143,44418
"84710",2013,-4639,149237
"84711",2013,-13,89281
"84712",2013,907,158886
"84713",2013,102,23448
"84714",2013,601,34904
"84715",2013,1724,46740
"84716",2013,-2307,103866
"84717",2013,-29,62516
"84718",2013,76,28192
"84719",2013,20260,143796
"84720",2013,2231,132797
"84721",2013,3102,29831
"84722",2013,1134,89270
"84723",2013,265,22528
"84724",2013,416,165226
"84725",2013,8853,144537
"84726",2013,118,32870
"84727",2013,-4229,5199
"84728",2013,177300,2134323
"84729",2013,-90,12313
"84730",2013,1811,58922
"84731",2013,5348,355674
"84732",2013,275333,966934
"84733",2013,171,23123
"84734",2013,4048,591258
"84735",2013,38890,256831
"84736",2013,360,47336
"84737",2013,599,55244
"84738",2013,98265,580994
"84739",2013,2762,11007
"84740",2013,209,47999
"84741",2013,2155,87523
"84742",2013,19,8469
"84743",2013,96570,1452123
"84744",2013,49651,364167
"84745",2013,63291,2264871
"84746",2013,30073,1050566
"84747",2013,629,37436
"84748",2013,1924,139090
"84749",2013,-3027,39447
"84750",2013,13143,446432
"84751",2013,121,23893
"84752",2013,116,31699
"84753",2013,-53387,452721
"84754",2013,-5358,110934
"84755",2013,405,43528
"84756",2013,1538,53114
"84757",2013,500,84277
"84758",2013,6444,44749
"84759",2013,224,34132
"84760",2013,-3593,107584
"84761",2013,4430,10439
"84762",2013,11741,99741
"84763",2013,26964,14362
"84764",2013,16994,246745
"84765",2013,23421,20591
"84766",2013,37707,510542
"84767",2013,3157,101482
"84768",2013,27957,69848
"84769",2013,28280,36061
"84770",2013,37206,26323
"84771",2013,25410,12290
"84772",2013,25008,48305
"84773",2013,12924,363196
"84774",2013,132981,313515
"84775",2013,5108,777078
"84776",2013,5081570,21984662
"84777",2013,115499,240884
"84778",2013,2062,8996
"84779",2013,3378,33141
"84780",2013,7363,180507
"84781",2013,11280,158742
"84782",2013,26158,169642
"84783",2013,11857,9936
"84784",2013,14571,14738
"84785",2013,12362,26409
"84786",2013,-1220,56174
"84787",2013,11502,59011
"84788",2013,11576,29043
"84789",2013,21707,34585
"84790",2013,1105,12073
"84791",2013,118639,1810416
"84792",2013,856,14004
"84793",2013,6355,63267
"84794",2013,3724,10482
"84795",2013,39935,37772
"84796",2013,9360,20716
"84797",2013,54927,261437
"84798",2013,59,68560
"84799",2013,15926,18465
"84800",2013,21625,46649
"84801",2013,2427,156168
"84802",2013,4215,3550
"84803",2013,16877,49423
"84804",2013,4771,9546
"84805",2013,19332,37164
"84806",2013,27272,58395
"84807",2013,8067,141748
"84808",2013,211853,905432
"84809",2013,546,16052
"84810",2013,912,12895
"84811",2013,40009,254724
"84812",2013,870,33864
"84813",2013,306814,377323
"84814",2013,4441,15620
"84815",2013,256,16608
"84816",2013,234,3846
"84817",2013,550,46537
"84818",2013,-4855,52739
"84819",2013,32054,315971
"84820",2013,974,7737
"84821",2013,7195,78046
"84822",2013,139,53679
"84823",2013,868,52379
"84824",2013,965,26511
"84825",2013,6128,31001
"84826",2013,659,45013
"84827",2013,2505,64394
"84828",2013,89484,212058
"84829",2013,2156,6104
"84830",2013,17541,47825
"84831",2013,-3347,54929
"84832",2013,7553,165783
"84833",2013,46869,277300
"84834",2013,4739,83173
"84835",2013,4570,14680
"84836",2013,12030,290726
"84837",2013,2267,65617
"84838",2013,1200,27580
"84839",2013,1114,31285
"84840",2013,2360,436867
"84841",2013,76042,388542
"84842",2013,21580,45810
"84843",2013,16898,122943
"84844",2013,6281,25568
"84845",2013,252,15772
"84846",2013,3012,348133
"84847",2013,-1756,29808
"84848",2013,145,38765
"84849",2013,7230,71890
"84850",2013,16050,44235
"84851",2013,233,4733
"84852",2013,5450,208522
"84853",2013,25326,30063
"84854",2013,51054,149473
"84855",2013,3607,77613
"84856",2013,788,4064
"84857",2013,46100,653393
"84858",2013,46443,1158268
"84859",2013,2664,29327
"84860",2013,41165,260166
"84861",2013,528645,1768807
"84862",2013,-48631,209782
"84863",2013,3299,9403
"84864",2013,256,28265
"84865",2013,176,23381
"84866",2013,-3992,78118
"84867",2013,-691,43056
"84868",2013,851,117422
"84869",2013,39985,67885
"84870",2013,50922,130110
"84871",2013,38366,529013
"84872",2013,5195,133487
"84873",2013,118422,2126952
"84874",2013,96907,162351
"84875",2013,-2490,152433
"84876",2013,-2499,65289
"84877",2013,13380,155292
"84878",2013,73383,45284
"84879",2013,-4320,669500
"84880",2013,148590,11396679
"84881",2013,25612,288745
"84882",2013,1936,23969
"84883",2013,14269,217156
"84884",2013,2023,20629
"84885",2013,13550,108591
"84886",2013,4063,39685
"84887",2013,62264,855434
"84888",2013,1416,58816
"84889",2013,-2337,40332
"84890",2013,33360,64280
"84891",2013,-1405,125014
"84892",2013,6744,140546
"84893",2013,1780,13000
"84894",2013,-218,49894
"84895",2013,107520,595260
"84896",2013,18163,56387
"84897",2013,7316,216516
"84898",2013,733,9962
"84899",2013,314468,173620
"84900",2013,-76957,790725
"84901",2013,14496,76571
"84902",2013,-198046,2750610
"84903",2013,17020,492268
"84904",2013,64827,142520
"84905",2013,71300,82000
"84906",2013,1230,14530
"84907",2013,-2130,49074
"84908",2013,1620,38060
"84909",2013,14200,66482
"84910",2013,-2206,30970
"84911",2013,56650,73365
"84912",2013,37386,943698
"84913",2013,-8050,60323
"84914",2013,253994,589687
"84915",2013,5916,55623
"84916",2013,11000,18315
"84917",2013,9926,46778
"84918",2013,2460,7850
"84919",2013,59533,123560
"84920",2013,281,40101
"84921",2013,51992,40680
"84922",2013,4413,135562
"84923",2013,-1394,22835
"84924",2013,60310,96760
"84925",2013,19,15475
"84926",2013,3158,35214
"84927",2013,26,78724
"84928",2013,80936,176536
"84929",2013,15580,99148
"84930",2013,28536,53269
"84931",2013,17421,27341
"84932",2013,2176,42380
"84933",2013,100,45289
"84934",2013,14162,371756
"84935",2013,82857,93695
"84936",2013,2090,122868
"84937",2013,1998,89983
"84938",2013,957,9848
"84939",2013,1128,33275
"84940",2013,-509,59754
"84941",2013,309,14541
"84942",2013,2749,15839
"84943",2013,7160,46900
"84944",2013,16636,321340
"84945",2013,26110,152163
"84946",2013,24908,72785
"84947",2013,6255,29850
"84948",2013,11098,5886
"84949",2013,4770,64846
"84950",2013,34910,133000
"84951",2013,18114,35925
"84952",2013,2990,30238
"84953",2013,-5431,45492
"84954",2013,1422,71615
"84955",2013,-1760,21853
"84956",2013,209,47784
"84957",2013,650,22530
"84958",2013,262,27570
"84959",2013,1780,68850
"84960",2013,1545,20519
"84961",2013,4580,114190
"84962",2013,42,86617
"84963",2013,4803,256698
"84964",2013,1040,20280
"84965",2013,7892,128951
"84966",2013,1038,65970
"84967",2013,1167,27535
"84968",2013,3096,14580
"84969",2013,3834,32306
"84970",2013,6014,10923
"84971",2013,202,34393
"84972",2013,350,33559
"84973",2013,4540,31320
"84974",2013,2880,27915
"84975",2013,5315,8013
"84976",2013,1349,28072
"84977",2013,-634,10762
"84978",2013,-48,57558
"84979",2013,288,47057
"84980",2013,-2482,53695
"84981",2013,9989,88438
"84982",2013,29198,623583
"84983",2013,214,27673
"84984",2013,1231,19854
"84985",2013,418,911732
"84986",2013,-7650,637428
"84987",2013,150,44206
"84988",2013,-1606,36276
"84989",2013,109,10101
"84990",2013,108,9466
"84991",2013,-2896,36883
"84992",2013,-86,50578
"84993",2013,800,68722
"84994",2013,-4075,70700
"84995",2013,1836,7350
"84996",2013,24460,101198
"84997",2013,1681,9679
"84998",2013,28934,91827
"84999",2013,4694,98248
"85000",2013,3141,131493
"85001",2013,1104,43852
"85002",2013,21870,24500
"85003",2013,136,19099
"85004",2013,302,48871
"85005",2013,3947,20506
"85006",2013,1891,15421
"85007",2013,2259,48797
"85008",2013,1276,43458
"85009",2013,702,20350
"85010",2013,2152,15550
"85011",2013,5284,43624
"85012",2013,239,66087
"85013",2013,2860,31410
"85014",2013,2700,29590
"85015",2013,7440,35610
"85016",2013,28461,263310
"85017",2013,12370,46310
"85018",2013,-10454,141696
"85019",2013,92,7474
"85020",2013,441,37373
"85021",2013,1919,37741
"85022",2013,3399,34207
"85023",2013,1582,22628
"85024",2013,888046,6415276
"85025",2013,4399,155353
"85026",2013,19942,462816
"85027",2013,13573,59059
"85028",2013,-92,71587
"85029",2013,7903,84892
"85030",2013,-1840,24656
"85031",2013,803,27345
"85032",2013,319,29664
"85033",2013,4320,120840
"85034",2013,6323,127704
"85035",2013,900,50770
"85036",2013,1583,24761
"85037",2013,-8764,112827
"85038",2013,40,70395
"85039",2013,376,49888
"85040",2013,-80,73002
"85041",2013,-402,68990
"85042",2013,334,13928
"85043",2013,1065,89168
"85044",2013,46829,187248
"85045",2013,1514,68674
"85046",2013,178,55418
"85047",2013,650,48035
"85048",2013,-14433,71690
"85049",2013,1041,33583
"85050",2013,-2811,91335
"85051",2013,5478,382632
"85052",2013,224,93780
"85053",2013,7391,358664
"85054",2013,860,72512
"85055",2013,-290,10848
"85056",2013,784,114285
"85057",2013,80112,513246
"85058",2013,-61,26787
"85059",2013,245,54320
"85060",2013,466,33364
"85061",2013,485,265480
"85062",2013,299,139355
"85063",2013,280,79942
"85064",2013,2652,63255
"85065",2013,-3484,97168
"85066",2013,3592,120979
"85067",2013,1197,52295
"85068",2013,1600,140414
"85069",2013,7342,1553914
"85070",2013,320,16860
"85071",2013,166,32003
"85072",2013,473,43815
"85073",2013,494,34130
"85074",2013,37736,96920
"85075",2013,2857,115872
"85076",2013,29505,179741
"85077",2013,11575,68390
"85078",2013,9368,103856
"85079",2013,-1910,73694
"85080",2013,-7212,53395
"85081",2013,1205,21320
"85082",2013,36808,428402
"85083",2013,-1168,42866
"85084",2013,1637,23689
"85085",2013,8710,58220
"85086",2013,57903,50730
"85087",2013,2834,106561
"85088",2013,16790,410019
"85089",2013,985,63731
"85090",2013,-338,25801
"85091",2013,3922,368626
"85092",2013,1263,152800
"85093",2013,58,102527
"85094",2013,2172,100327
"85095",2013,1335,50372
"85096",2013,3158,44719
"85097",2013,5217,30147
"85098",2013,56,29879
"85099",2013,1227,55420
"85100",2013,28,9510
"85101",2013,631,25340
"85102",2013,147,37756
"85103",2013,4061,30099
"85104",2013,23287,167395
"85105",2013,4436,33474
"85106",2013,15647,167144
"85107",2013,439,213398
"85108",2013,-38074,288295
"85109",2013,13297,110134
"85110",2013,522,36340
"85111",2013,5080,80406
"85112",2013,1271,76113
"85113",2013,66985,590000
"85114",2013,758,17496
"85115",2013,2022,111486
"85116",2013,2700,79719
"85117",2013,191,49126
"85118",2013,816,34740
"85119",2013,136,72994
"85120",2013,826,31017
"85121",2013,56342,185556
"85122",2013,8230,280290
"85123",2013,344,87411
"85124",2013,2162,72279
"85125",2013,73657,241931
"85126",2013,861,165157
"85127",2013,797,35326
"85128",2013,150,15212
"85129",2013,974,12941
"85130",2013,-110162,656025
"85131",2013,-153367,2995415
"85132",2013,-124583,7516498
"85133",2013,153,1207
"85134",2013,-5926,115315
"85135",2013,5127,21264
"85136",2013,-6950,59240
"85137",2013,23937,48415
"85138",2013,3751,5459
"85139",2013,464,165951
"85140",2013,391,19860
"85141",2013,6897,172625
"85142",2013,94180,91256
"85143",2013,5250,11960
"85144",2013,1657,177956
"85145",2013,10885,12498
"85146",2013,14536,57221
"85147",2013,3586,21833
"85148",2013,14828,69997
"85149",2013,1324,14283
"85150",2013,7105,444184
"85151",2013,40319,20438
"85152",2013,7692,22120
"85153",2013,38377,38448
"85154",2013,-6411,200987
"85155",2013,11550,11560
"85156",2013,1501,49158
"85157",2013,121,417869
"85158",2013,191671,392596
"85159",2013,932,17001
"85160",2013,28830,803721
"85161",2013,1021,141158
"85162",2013,2739,137727
"85163",2013,372,40491
"85164",2013,6523,45966
"85165",2013,3436,70799
"85166",2013,559,36791
"85167",2013,47140,447652
"85168",2013,3663,29010
"85169",2013,1179,148925
"85170",2013,1494,11963
"85171",2013,44411,57002
"85172",2013,40241,146021
"85173",2013,299,19025
"85174",2013,222,399614
"85175",2013,8392,8991
"85176",2013,67,40846
"85177",2013,2603,4035
"85178",2013,3878,69968
"85179",2013,-285,10552
"85180",2013,774,106993
"85181",2013,94,38887
"85182",2013,9350,53104
"85183",2013,7799,70110
"85184",2013,61040,603340
"85185",2013,102,26513
"85186",2013,1125,4271
"85187",2013,2279,73967
"85188",2013,914,15873
